"(0, 1]","(1, 4]","(4, 16]","(16, 64]","(64, 256]","(256, Inf]",Model,J,Rule
18.66313359289032,12.748331094546451,23.50791028384415,593.2615312856262,15437.208011047947,966909.6002743347,DP,1000,PoE
29.323257339685416,23.42725233409778,68.53662994818943,433.96884240621534,12107.22569414026,835794.4350610109,DP,2500,PoE
29.517437266794328,28.03201582410145,96.50881063294906,502.2066751288521,11469.789024429412,638113.8261026671,DP,5000,PoE
35.58926773217309,34.83091881236887,135.1462700580477,783.6879479502567,11799.398621122135,486688.80563183315,DP,10000,PoE
3.711938856902778,1.0127852754859041,37.124057439597934,896.2964011124211,17820.17584178431,1.0145536347487236e6,NGG,1000,PoE
12.181203966504423,7.705144547375098,19.48789531966864,683.6782572591695,15394.481831652058,975855.339833057,NGG,2500,PoE
22.865058608893083,20.517770864453258,62.47910500591667,429.34106729566327,10887.322035808082,925164.8566891791,NGG,5000,PoE
36.79384669802584,35.78818613349982,139.18711428596262,777.0739659056727,11227.57529609255,563076.5726049216,NGG,10000,PoE
14.421701194131513,9.10181971851998,17.2790604405648,673.1329633962822,16030.93782763745,977601.2581851013,DP,1000,MIN
21.62526316055507,16.338865674322328,39.13739797551237,525.1974197768476,13420.347583509592,886496.9600567503,DP,2500,MIN
24.538434143187885,22.539937983480524,71.34870024707624,494.83718010531965,11771.559202476537,721175.8975384316,DP,5000,MIN
35.589267732173475,34.830918812371934,135.1462700580522,783.6879479500676,11799.398621128868,486688.80563006963,DP,10000,MIN
5.4685713050064555,1.5790625121393278,30.200952847079527,849.8096478965344,17301.62762261706,1.0009965499313336e6,NGG,1000,MIN
11.535257232868219,7.123193301845573,19.292605494718487,697.3743746154445,15502.79688825289,980977.1447263779,NGG,2500,MIN
19.880190684218434,17.290798063547644,49.54539265171782,477.2683344831253,11715.0080857924,948126.1752784589,NGG,5000,MIN
36.19539871325697,34.13875117673255,128.95445308536966,622.3902776306227,8563.646935767218,846341.764137809,NGG,10000,MIN
401.89010462968736,345.77391987431184,1464.7572096648441,7618.6312769009755,51098.71428571423,416055.44444444426,CMS,1000,CMS
160.99295630171747,146.2361351139038,623.0775526110683,3413.764705882346,29174.932773109278,283422.9999999999,CMS,2500,CMS
87.36934965465413,90.05231736056577,387.9883086515982,2249.328550932557,23291.941176470587,251935.4444444444,CMS,5000,CMS
77.51740408944819,79.66441476826401,348.4115354637573,2152.4791965566596,22599.81512605044,241684.18518518508,CMS,10000,CMS
56.86883676400109,49.04304791830303,223.35424785658702,1649.979913916778,19856.680672268896,226782.18518518514,D-CMS,1000,D-CMS
40.464542159611206,38.0003142183817,187.8378799688237,1373.1391678622545,18443.386554621862,217110.77777777778,D-CMS,2500,D-CMS
41.05197291937362,36.55271013354273,185.24279033515205,1329.971305595402,18472.411764705892,218880.40740740733,D-CMS,5000,D-CMS
8195.503385078317,6728.772191673206,28402.839049103623,140950.83500717365,709315.12605042,3.7648584814814823e6,D-CMS,10000,D-CMS
