100,1000,10000,100000,DataGen,Params,Model,repnum
1.9126571825220076,62.45797206821085,353.1360187610317,715.021159955572,py,"[10.0, 0.0]",NIG,3
16.32038588841216,18.465628125269873,195.5722734886005,1042.260444114671,py,"[10.0, 0.0]",NGG,3
29.903297309444955,103.16818841391878,208.3394451200024,418.69297350165766,py,"[10.0, 0.25]",DP,3
14.407843146966428,3.6655351265906546,186.98516506259506,599.0972255148565,py,"[10.0, 0.25]",NIG,3
28.048787810307445,90.87572000562643,62.21262188114554,949.759695274686,py,"[10.0, 0.25]",NGG,3
29.351382485370074,130.488367874692,445.349558339873,1460.4377558261785,py,"[10.0, 0.5]",DP,3
10.74687892546681,8.350185595950705,36.423285799323935,346.96597855255095,py,"[10.0, 0.5]",NIG,3
28.014819838218436,115.52250339422599,117.79318182045819,155.88973659979843,py,"[10.0, 0.5]",NGG,3
66.7741587221145,395.1871864078944,1964.3684654952874,12479.16605136236,py,"[10.0, 0.75]",DP,3
52.09549429677273,259.96859222477826,1032.1222367107712,8380.672941867066,py,"[10.0, 0.75]",NIG,3
NaN,378.89836231527283,1673.9721812227908,8324.121481851871,py,"[10.0, 0.75]",NGG,3
57.301679190257914,209.96065389424433,399.80067053767476,603.1393697058821,py,"[100.0, 0.0]",DP,3
43.467021386752094,68.93593877877959,245.55161489296893,1965.0923563796177,py,"[100.0, 0.0]",NIG,3
NaN,190.57698210553573,112.5912285772236,1166.6725480323578,py,"[100.0, 0.0]",NGG,3
65.51871649245015,284.71014657109106,776.6161230335972,1564.8655221337058,py,"[100.0, 0.25]",DP,3
49.16643481371425,147.0055359764056,185.2046365446148,1158.2168439949328,py,"[100.0, 0.25]",NIG,3
NaN,265.1632297552006,482.88048079567704,565.0083970533569,py,"[100.0, 0.25]",NGG,3
66.39429418088002,397.8724066783765,1449.258542722402,5638.7876596761,py,"[100.0, 0.5]",DP,3
52.10056418562371,238.5309179853602,585.3544024154464,1278.8912501040923,py,"[100.0, 0.5]",NIG,3
NaN,377.8330250011043,1127.6187554161902,1947.3709784505018,py,"[100.0, 0.5]",NGG,3
71.37734824544657,564.195699775241,3210.1208344112665,21197.91114270164,py,"[100.0, 0.75]",DP,3
55.26724450845836,339.1707991790087,1891.8290111521164,15165.895051126905,py,"[100.0, 0.75]",NIG,3
73.85084134134122,543.4359313260329,3012.9941596378367,16110.930454662785,py,"[100.0, 0.75]",NGG,3
84.82474645321015,594.3679735919254,1571.6771858390025,3132.1002901712195,py,"[1000.0, 0.0]",DP,3
70.91208969050442,359.0985393773119,448.07442632838774,1973.5512453311894,py,"[1000.0, 0.0]",NIG,3
NaN,571.2046622685681,1272.7929919685332,1616.030363183434,py,"[1000.0, 0.0]",NGG,3
81.84244194618555,652.805188927344,2215.4453383521986,6573.958704013521,py,"[1000.0, 0.25]",DP,3
68.6932441641049,422.8185285831151,981.9272376935719,336.6558883338075,py,"[1000.0, 0.25]",NIG,3
85.46267103071837,640.2009158677126,2078.8680777734858,1894.5877488732995,py,"[1000.0, 0.25]",NGG,3
86.54780457012242,711.910325981683,2980.9418538058017,14068.600414892613,py,"[1000.0, 0.5]",DP,3
72.51814900847586,470.3508617665707,1813.7681536833238,1767.240063874473,py,"[1000.0, 0.5]",NIG,3
89.71859848761882,700.4279351513775,3477.442582389366,9739.967153379688,py,"[1000.0, 0.5]",NGG,3
85.46196041047216,801.5449586637583,4364.325688800169,34200.38802031461,py,"[1000.0, 0.75]",DP,3
71.37079101487804,572.5030585159675,3565.983388510963,21684.825922866024,py,"[1000.0, 0.75]",NIG,3
NaN,787.0531156187006,5459.016771363156,30600.94269446491,py,"[1000.0, 0.75]",NGG,3
0.009900990098501206,0.0009990009971603264,9.998999742533154e-5,9215.240142235916,zipf,1.3,DP,3
10.439095184929366,36.07748495719047,108.04494325488633,6696.348204236323,zipf,1.3,NIG,3
NaN,NaN,NaN,9539.451702537552,zipf,1.3,NGG,3
0.009900990098500873,0.0009990009971594382,9.998999742522052e-5,1599.0556996483895,zipf,1.6,DP,3
10.705937418450246,36.52404220138153,122.18765573050777,127.50953261634481,zipf,1.6,NIG,3
NaN,NaN,NaN,1701.9067628757487,zipf,1.6,NGG,3
0.009900990098500984,0.0009990009971594382,9.998999742466541e-5,486.5115925618633,zipf,1.9,DP,3
8.919038729964548,40.22289170916,104.89112407291829,543.012591362063,zipf,1.9,NIG,3
NaN,NaN,NaN,NaN,zipf,1.9,NGG,3
0.009900990098501095,0.0009990009971599934,9.998999742533154e-5,212.44312442252453,zipf,2.2,DP,3
10.207886212895414,37.850329400459096,126.29097398334717,594.261575752793,zipf,2.2,NIG,3
NaN,NaN,NaN,NaN,zipf,2.2,NGG,3
1.4676271999828607,0.5427969302478122,0.8583936990267134,4.668248069271151,py,"[1.0, 0.0]",DP,4
11.893979805257988,63.81656447554603,227.66503905150734,940.9310449346075,py,"[1.0, 0.0]",NIG,4
0.3584587508029946,30.067657125857494,86.00824104624581,132.12589204575343,py,"[1.0, 0.0]",NGG,4
1.3550727945385126,5.685337037759735,20.19009935073693,47.459696210079066,py,"[1.0, 0.25]",DP,4
9.609375186159088,42.29108076574369,116.1630671747528,665.6521949645552,py,"[1.0, 0.25]",NIG,4
NaN,16.119846102457092,NaN,359.35999179409043,py,"[1.0, 0.25]",NGG,4
2.849034001428306,25.341813211457012,133.42233332065024,502.96066436706997,py,"[1.0, 0.5]",DP,4
14.149529879781298,71.36847582956572,273.80347653739517,467.81630978155727,py,"[1.0, 0.5]",NIG,4
2.3593690308135553,13.69643997233785,85.80623223404069,735.7534015155654,py,"[1.0, 0.5]",NGG,4
26.814905376061503,245.03850543024654,1285.487678309106,8296.930041827984,py,"[1.0, 0.75]",DP,4
12.57177561256751,125.34133837775875,728.3218999363334,4920.107927976456,py,"[1.0, 0.75]",NIG,4
28.461919971146546,235.22519634500847,1090.8468438347657,5842.763914048288,py,"[1.0, 0.75]",NGG,4
13.059647787865575,31.570171484026538,41.12285467596321,60.84185562624633,py,"[10.0, 0.0]",DP,4
4.541179333686394,62.27928089884993,242.69794040025022,1423.4491267343494,py,"[10.0, 0.0]",NIG,4
11.562629578710013,0.36700922411885273,184.96443906950628,772.2963736070678,py,"[10.0, 0.0]",NGG,4
33.41302654713868,91.61006692258074,185.06021545204516,368.1334622576173,py,"[10.0, 0.25]",DP,4
18.47580559548602,17.01549670390402,206.68493195744566,1431.6668541232311,py,"[10.0, 0.25]",NIG,4
33.67162972769035,79.071650527879,106.73611076654282,1277.3873184418917,py,"[10.0, 0.25]",NGG,4
27.63667027195403,112.6174831622572,405.0820356023343,1267.068355295944,py,"[10.0, 0.5]",DP,4
10.535559797186057,3.8327760628333465,34.43448363260859,193.55133907046957,py,"[10.0, 0.5]",NIG,4
26.38144805552987,100.17154436917488,165.3269106097456,180.22962235495947,py,"[10.0, 0.5]",NGG,4
67.93742652215465,409.76371485833954,2027.2467762371366,13061.571472558015,py,"[10.0, 0.75]",DP,4
53.42174920457502,266.68325874724843,1178.190100037883,8778.445083237815,py,"[10.0, 0.75]",NIG,4
69.32310424395979,385.4816490435864,1699.8888622853538,8572.147176486755,py,"[10.0, 0.75]",NGG,4
58.00123447049821,215.845303668122,397.73105272392775,615.2044897288582,py,"[100.0, 0.0]",DP,4
43.405602833326654,81.66169655082692,225.00971375713448,743.750714448709,py,"[100.0, 0.0]",NIG,4
58.494312014221265,192.25529761127822,170.17958005734465,1093.106257421022,py,"[100.0, 0.0]",NGG,4
60.88911699186133,303.59537569246186,789.5321918282384,1554.2890303694446,py,"[100.0, 0.25]",DP,4
44.814806573801675,158.97081171633266,136.3320485029725,673.7897235579312,py,"[100.0, 0.25]",NIG,4
62.3176843652658,279.9552250200783,415.87305178895014,649.9591525219057,py,"[100.0, 0.25]",NGG,4
69.39319538243893,437.2180935457433,1514.9570312046217,5908.091124901081,py,"[100.0, 0.5]",DP,4
55.47727167981998,273.330906074174,659.6424058598404,1236.5328852465236,py,"[100.0, 0.5]",NIG,4
NaN,419.59413329137266,1128.0669797669525,2513.083702007124,py,"[100.0, 0.5]",NGG,4
78.8144371420263,586.3679590269551,3223.5379647118934,22529.420934504196,py,"[100.0, 0.75]",DP,4
62.66559093321362,371.33122658876863,1933.9328163848545,15344.79644709621,py,"[100.0, 0.75]",NIG,4
NaN,559.2756160105209,3049.157259410966,16837.981745146677,py,"[100.0, 0.75]",NGG,4
87.15296001137129,629.2552277645796,1708.7804207951745,3290.9112942200036,py,"[1000.0, 0.0]",DP,4
71.66076241929494,400.4501061086377,747.3806262260002,3150.022257159685,py,"[1000.0, 0.0]",NIG,4
89.56893953916008,616.0809910709158,1305.6838194316801,934.1367189699258,py,"[1000.0, 0.0]",NGG,4
83.19312834145113,672.9498904982294,2300.75356465006,6813.317834896058,py,"[1000.0, 0.25]",DP,4
68.23437105489131,434.25421708337484,923.0507124754372,472.62404347916345,py,"[1000.0, 0.25]",NIG,4
NaN,656.6187366964106,2135.5810404466038,2619.2340215821177,py,"[1000.0, 0.25]",NGG,4
83.53897873908775,730.452274981193,3084.0623166733258,14754.602313302425,py,"[1000.0, 0.5]",DP,4
69.95180505688145,564.8192202063369,1647.8910903775009,5929.2137495695915,py,"[1000.0, 0.5]",NIG,4
NaN,717.0653811420466,3363.3920363651164,10110.609037785007,py,"[1000.0, 0.5]",NGG,4
84.82474645321017,803.9416060391139,3976.4330725570353,32753.80050535567,py,"[1000.0, 0.75]",DP,4
71.98733156143577,559.6589813984388,3675.667156857657,22128.205377603223,py,"[1000.0, 0.75]",NIG,4
88.55126897895396,790.8966818769329,5456.8403266459,31472.526110608538,py,"[1000.0, 0.75]",NGG,4
0.009900990098500762,0.0009990009971598823,9.99899974251095e-5,9226.029833031704,zipf,1.3,DP,4
9.884772715085141,36.25626475435983,85.60262727782003,6724.413108481935,zipf,1.3,NIG,4
NaN,NaN,NaN,9535.100622918915,zipf,1.3,NGG,4
0.009900990098501095,0.0009990009971599934,9.998999742533154e-5,1643.092391201845,zipf,1.6,DP,4
10.001129471494036,33.59673104313707,125.24179424867725,115.16172384539027,zipf,1.6,NIG,4
NaN,NaN,NaN,NaN,zipf,1.6,NGG,4
0.009900990098500984,0.0009990009971593272,9.99899974251095e-5,547.7717922424252,zipf,1.9,DP,4
9.99545422926487,35.09865966232496,127.65315560496524,434.0722025801638,zipf,1.9,NIG,4
NaN,NaN,NaN,NaN,zipf,1.9,NGG,4
0.00990099009850065,0.0009990009971593272,9.998999742522052e-5,217.02664870774322,zipf,2.2,DP,4
9.324223883027377,42.95177630282057,93.78635651879296,608.6737432122458,zipf,2.2,NIG,4
NaN,NaN,NaN,NaN,zipf,2.2,NGG,4
0.6008296170893992,1.1443397715465542,0.08601043803663,0.246538305380275,py,"[1.0, 0.0]",DP,5
12.13891410849672,54.759697481164444,165.17786072649733,557.590948516022,py,"[1.0, 0.0]",NIG,5
2.481066388734943,26.369271497554315,81.21973540555022,30.270188220124496,py,"[1.0, 0.0]",NGG,5
3.3953158476022995,20.97956728027891,38.219755602244284,82.63870385466565,py,"[1.0, 0.25]",DP,5
12.732369459329888,70.38929424930414,334.0967985579901,1345.1821083145428,py,"[1.0, 0.25]",NIG,5
NaN,20.72036870466608,155.62039640374547,610.9011846625774,py,"[1.0, 0.25]",NGG,5
16.977739028581997,64.61250726934914,220.98512288886675,803.5051738862086,py,"[1.0, 0.5]",DP,5
5.283525104892721,19.54113139734895,121.9724445790091,395.4958243258327,py,"[1.0, 0.5]",NIG,5
NaN,49.54199520318757,14.691222363355308,80.27001841433525,py,"[1.0, 0.5]",NGG,5
40.1276375417534,283.0325545222959,1469.9318592682696,9573.838432650435,py,"[1.0, 0.75]",DP,5
23.277511427741203,157.44648308604116,810.1864527444496,6754.72103841524,py,"[1.0, 0.75]",NIG,5
39.95058688201335,269.1101663467398,1222.488684324886,7088.40383252926,py,"[1.0, 0.75]",NGG,5
17.956230906015115,33.21353416901269,49.80185521727134,67.53580845797273,py,"[10.0, 0.0]",DP,5
1.2132342512519472,78.54944530971379,293.36017514951334,1168.3844483971618,py,"[10.0, 0.0]",NIG,5
15.486593039030696,3.5903318172903624,205.41091325685647,848.5392516056569,py,"[10.0, 0.0]",NGG,5
29.664850120084953,83.22739906429044,186.4061081047613,349.91891789450926,py,"[10.0, 0.25]",DP,5
14.880099966856289,21.2193005066227,258.5151457540441,1148.0323609995264,py,"[10.0, 0.25]",NIG,5
30.52224870869434,70.2637602070609,32.66713291449662,915.5946672295031,py,"[10.0, 0.25]",NGG,5
21.499923563523648,112.23285834109213,423.8241391000728,1341.4404022241447,py,"[10.0, 0.5]",DP,5
4.329989138726681,15.812569590845385,109.13651340186516,204.74006800558254,py,"[10.0, 0.5]",NIG,5
20.236052212427253,94.75995588991205,155.35277052884737,366.10756499281706,py,"[10.0, 0.5]",NGG,5
50.15161109492255,295.13908307190354,1589.4890139972952,10229.58629996006,py,"[10.0, 0.75]",DP,5
35.75992947443937,167.72115532132236,879.2155589939061,7179.197305252763,py,"[10.0, 0.75]",NIG,5
51.858588398125846,280.11178440488936,1389.0217883098094,7694.40291236192,py,"[10.0, 0.75]",NGG,5
63.33833733367926,211.0018324249502,408.22599309064196,634.9260092904983,py,"[100.0, 0.0]",DP,5
49.43230939380473,74.002882432023,231.45760881423723,1572.9535535771893,py,"[100.0, 0.0]",NIG,5
NaN,190.56405524994742,154.5182453068781,1549.4816332260866,py,"[100.0, 0.0]",NGG,5
67.73557750317877,279.2648002093228,691.4815716792796,1400.9777312450242,py,"[100.0, 0.25]",DP,5
51.193399512625476,125.91612664285768,71.76760136563234,427.93789158968,py,"[100.0, 0.25]",NIG,5
NaN,255.83716778359792,378.26583566509356,486.6794351197527,py,"[100.0, 0.25]",NGG,5
71.55509016530372,431.6165425739881,1553.215954673479,5825.013498357778,py,"[100.0, 0.5]",DP,5
56.810815352386676,276.47028043762907,765.3901428172462,1750.6348206779476,py,"[100.0, 0.5]",NIG,5
74.38618710472085,409.30682834191566,1214.1054768937042,2848.454322304767,py,"[100.0, 0.5]",NGG,5
85.09445918548447,621.067047157247,3403.8533890148933,22658.689286162193,py,"[100.0, 0.75]",DP,5
69.24764832316855,409.2605238766108,2059.992291785223,15184.405827456023,py,"[100.0, 0.75]",NIG,5
87.54079240952694,605.1524798024702,3243.0972352750323,16869.89003019827,py,"[100.0, 0.75]",NGG,5
80.66941198178507,609.3545805325014,1600.7304088705976,3144.138335188809,py,"[1000.0, 0.0]",DP,5
66.64447312715575,383.8618637245057,600.7249138998502,1879.1244192892254,py,"[1000.0, 0.0]",NIG,5
NaN,588.7218654560784,1273.7102124336914,1585.1163422596692,py,"[1000.0, 0.0]",NGG,5
82.7960922677448,660.3915719484751,2232.636139400652,6553.360523305293,py,"[1000.0, 0.25]",DP,5
68.1994424566336,402.5040790721529,1045.8191421755023,709.8255142835733,py,"[1000.0, 0.25]",NIG,5
86.1766865283964,649.160240706672,2240.400584027142,1637.309897047825,py,"[1000.0, 0.25]",NGG,5
84.09806336062978,715.8099355227624,2881.889682124225,14396.684129505298,py,"[1000.0, 0.5]",DP,5
68.59206392258544,459.20572831929377,1793.3373077509036,880.6734841504076,py,"[1000.0, 0.5]",NIG,5
86.15543357716959,710.6114874413568,3428.720687595814,10256.193163698083,py,"[1000.0, 0.5]",NGG,5
85.17882871663932,780.8488198399843,3735.0100385390697,32892.4543849755,py,"[1000.0, 0.75]",DP,5
72.70646176844228,614.3113886621738,3473.662263287155,21522.040518407834,py,"[1000.0, 0.75]",NIG,5
NaN,776.2216791066825,5360.322615725308,30262.210396768205,py,"[1000.0, 0.75]",NGG,5
0.009900990098501206,0.0009990009971592162,9.998999742533154e-5,9207.106910484557,zipf,1.3,DP,5
10.233357637111043,37.72669212138556,119.67009895542971,6255.2488543392155,zipf,1.3,NIG,5
NaN,NaN,NaN,9511.709738172895,zipf,1.3,NGG,5
0.009900990098500873,0.0009990009971599934,9.998999742522052e-5,1669.5557649626921,zipf,1.6,DP,5
9.88477875516705,39.037838642450964,115.04816319976048,233.90282773018043,zipf,1.6,NIG,5
NaN,NaN,NaN,NaN,zipf,1.6,NGG,5
0.009900990098500762,0.0009990009971599934,9.99899974251095e-5,516.6704569999854,zipf,1.9,DP,5
9.681487653793276,37.193156596440325,108.36749475215717,648.3850479072096,zipf,1.9,NIG,5
NaN,NaN,NaN,NaN,zipf,1.9,NGG,5
0.009900990098501206,0.0009990009971591052,9.998999742522052e-5,227.93612206248577,zipf,2.2,DP,5
11.643866728742061,36.1307560155098,103.09898753477488,477.21284958852925,zipf,2.2,NIG,5
NaN,NaN,NaN,NaN,zipf,2.2,NGG,5
1.0201398182329005,1.0665103675479655,3.103492654416696,5.728273945790265,py,"[1.0, 0.0]",DP,7
12.836256547081721,63.89318747499796,203.77147008945906,695.0940447780764,py,"[1.0, 0.0]",NIG,7
0.025925553990522765,28.605706017630816,79.27100198111229,71.35058251180507,py,"[1.0, 0.0]",NGG,7
7.803526492511342,24.86042408174471,53.13856048529276,102.50146823655344,py,"[1.0, 0.25]",DP,7
9.189798612853505,69.05614571837349,280.4879170790353,914.4610530758248,py,"[1.0, 0.25]",NIG,7
4.203883031097167,9.423713031910474,194.93783459225722,1114.0282324927475,py,"[1.0, 0.25]",NGG,7
15.505249677927413,43.49784300452442,160.44141507391333,506.5292873882276,py,"[1.0, 0.5]",DP,7
0.8275190909004699,50.567034999926406,236.76245142990518,541.7272933686486,py,"[1.0, 0.5]",NIG,7
12.586636270000836,18.65408938780711,60.12847032311896,488.94735409955524,py,"[1.0, 0.5]",NGG,7
49.562737920012125,333.2446649911064,1830.1564469592217,11835.865645869773,py,"[1.0, 0.75]",DP,7
34.028379961754794,205.44113048685105,1163.7001324479745,7607.906309375173,py,"[1.0, 0.75]",NIG,7
NaN,319.8569036111928,1598.7560205761986,8899.897875487359,py,"[1.0, 0.75]",NGG,7
11.338589969667991,30.887882819215857,51.810587875003094,64.49289943837043,py,"[10.0, 0.0]",DP,7
7.575602613942785,63.25944910227261,473.86759744650067,1267.1127769721195,py,"[10.0, 0.0]",NIG,7
NaN,2.674334603954314,127.93281668854709,798.9398582436958,py,"[10.0, 0.0]",NGG,7
27.706586484334295,81.56817382384682,174.89344848615272,355.7084986553621,py,"[10.0, 0.25]",DP,7
10.255964007109547,7.757889524870151,233.83668261137194,1286.2833793233835,py,"[10.0, 0.25]",NIG,7
27.072116318716574,71.80242649902539,104.86905558952463,336.19609809986036,py,"[10.0, 0.25]",NGG,7
21.963134703632736,90.89268898653208,368.23911102566865,1195.1341926455798,py,"[10.0, 0.5]",DP,7
10.858760825255054,6.333311175008106,142.2514883675376,624.7858347235003,py,"[10.0, 0.5]",NIG,7
NaN,71.18864970697572,111.77538584859201,130.7874391976468,py,"[10.0, 0.5]",NGG,7
42.42762130502362,296.0346074702387,1738.3546438838791,11484.780269704564,py,"[10.0, 0.75]",DP,7
23.266293362449062,165.0104512401392,980.7762303277839,7573.625787214114,py,"[10.0, 0.75]",NIG,7
NaN,282.5317199713354,1562.8975674951525,8612.281147299154,py,"[10.0, 0.75]",NGG,7
59.360092477221706,213.34482443482142,433.7607598058479,643.4535319239012,py,"[100.0, 0.0]",DP,7
44.14426522984093,86.46163032070007,98.18256901404163,1778.4102240110897,py,"[100.0, 0.0]",NIG,7
59.89888552303395,188.3957494642582,213.9818355086341,1159.3442260673294,py,"[100.0, 0.0]",NGG,7
59.08699391562284,264.0895830054957,722.4169886939977,1431.0801214905498,py,"[100.0, 0.25]",DP,7
44.69339672426581,124.44454235382958,82.43493453600934,1188.064563859973,py,"[100.0, 0.25]",NIG,7
60.3207343358585,243.2450464410337,455.92118969148305,1099.4253925560338,py,"[100.0, 0.25]",NGG,7
69.44428413221938,425.04829741269003,1424.3222449202171,5641.975225067693,py,"[100.0, 0.5]",DP,7
54.533306574622486,269.44817995254107,665.6033180825789,1054.425626951097,py,"[100.0, 0.5]",NIG,7
71.3448989988671,405.9864615349584,1074.7679602475723,1970.699601994077,py,"[100.0, 0.5]",NGG,7
79.98805664284552,589.9170763613902,3161.514769477258,21654.217889926153,py,"[100.0, 0.75]",DP,7
62.72605349519215,348.85595314689556,1998.3336964482849,14825.653805875487,py,"[100.0, 0.75]",NIG,7
79.98169759768082,575.1443535603573,3063.5733090526164,16545.464399125587,py,"[100.0, 0.75]",NGG,7
