"(0, 1]","(1, 4]","(4, 16]","(16, 64]","(64, 256]","(256, Inf]",Model,J,DataGen,Params,repnum
13.677749313456758,28.994254690739147,140.84753735139154,382.88707202214584,727.8907933796382,4300.037599744711,DP,50,py,"[10.0, 0.25]",4
22.027120116485474,44.422342430719894,247.82886045166092,695.7387319816401,1377.7658240818057,9168.070659003914,DP,100,py,"[10.0, 0.25]",4
32.76283437873363,63.772636132423024,370.22680344168094,1057.92615692383,2123.156478133599,14546.318821118146,DP,500,py,"[10.0, 0.25]",4
59.580739423103736,143.1194886914264,376.24807630169636,1075.3693356258202,2159.4866530565855,14792.154652260448,DP,1000,py,"[10.0, 0.25]",4
0.7074419990088704,2.0755307549056132,14.413470616739462,50.29671346546015,101.08765910154854,2690.803864454172,NGG,50,py,"[10.0, 0.25]",4
1.3132177406942749,2.597730248607663,31.515514022738873,129.23078019766643,288.1042650142908,2333.0340107655193,NGG,100,py,"[10.0, 0.25]",4
11.51578997816466,21.3279260585829,93.62731868694117,221.5649007799119,439.500780883522,2268.743458941991,NGG,500,py,"[10.0, 0.25]",4
25.033981091405202,57.26067525161088,104.25170741879894,211.98303551416615,298.9801857696907,2376.8668687259274,NGG,1000,py,"[10.0, 0.25]",4
100.28696906525253,99.96293783275165,97.37904739999978,86.88143706983125,63.81402993266758,1600.8842183409186,DP,50,py,"[10.0, 0.75]",4
97.79976361850586,98.99811275306323,100.43060260015098,109.2927562908842,124.6357976857307,1438.1616009501386,DP,100,py,"[10.0, 0.75]",4
67.24938864253518,78.18957062520631,95.82677541510274,195.85144828401366,444.7366889265615,1645.0283143272475,DP,500,py,"[10.0, 0.75]",4
179.83998798860517,163.64247596554773,281.5161668180692,343.6249858012458,700.6125997209314,2192.078310198711,DP,1000,py,"[10.0, 0.75]",4
2.896682131212751,1.4853606035954925,4.2981180950397455,27.441329664942707,119.44604237640453,1903.8444825832787,NGG,50,py,"[10.0, 0.75]",4
6.422910204168005,5.046781613951623,3.0022964508594803,22.39228550132806,111.2030994960643,1891.1104787085533,NGG,100,py,"[10.0, 0.75]",4
28.01346684489277,28.86812448844014,27.95104047000199,35.65226056133741,59.8052806966695,1818.319787265569,NGG,500,py,"[10.0, 0.75]",4
44.69610854157742,45.555651993842375,53.189910789006916,79.90227776745515,117.97714524164745,1734.4843288845843,NGG,1000,py,"[10.0, 0.75]",4
43.2863643262147,46.24452669220603,64.6917432203674,111.70094777046461,176.42996117583195,581.854418363708,DP,50,py,"[100.0, 0.25]",4
33.793588025835184,40.71889888425822,74.37268918990534,195.7106714140886,453.0753525230381,881.7961856959454,DP,100,py,"[100.0, 0.25]",4
62.12938560706251,98.29160882114626,187.04248909721628,610.2181014984259,1564.23072898911,4104.579037481018,DP,500,py,"[100.0, 0.25]",4
258.31580920749076,318.4362462487904,338.5917851236559,799.2156525735871,2174.5339509960318,6177.14668252746,DP,1000,py,"[100.0, 0.25]",4
4.858695395002185,3.8038170306590025,4.569849651863424,19.574548287853307,107.60359926087898,1065.9637471539224,NGG,50,py,"[100.0, 0.25]",4
5.087719965163111,6.0300031502190174,8.746393142801058,21.005515655571234,79.88325769707939,1034.450899924168,NGG,100,py,"[100.0, 0.25]",4
17.339632666576662,33.8183730890818,65.09643711303003,151.6893821559519,245.46481318279888,656.0633103077593,NGG,500,py,"[100.0, 0.25]",4
52.90507520145084,66.93197118719397,115.01913311796474,219.66806665646965,285.56625804823705,659.691973184315,NGG,1000,py,"[100.0, 0.25]",4
47.22385699572174,45.72719172175425,40.65704629894644,21.121069757491718,65.4245851316428,674.0450690596949,DP,50,py,"[100.0, 0.75]",4
67.19564399718367,65.94861796202271,62.118719505469,47.85384568127382,45.75921016475821,582.4349270794559,DP,100,py,"[100.0, 0.75]",4
86.68292945074049,86.71245718443417,96.26942401751792,128.24863504426187,187.57300205523515,334.02622406804034,DP,500,py,"[100.0, 0.75]",4
131.13685893100455,127.62098361161715,151.31528147680265,210.74040153774826,372.281481245827,674.3803842231232,DP,1000,py,"[100.0, 0.75]",4
1.8676397051661628,0.7542144846721445,5.3651599767237075,28.76640102355716,117.51224634766676,749.6314153945129,NGG,50,py,"[100.0, 0.75]",4
4.105292968266132,2.5913556545637575,3.3624906815085938,25.89192900175688,113.61075250862118,741.7042926534019,NGG,100,py,"[100.0, 0.75]",4
19.90076363461922,18.685486284424677,14.93387635570443,15.586049798921438,76.4324456020385,697.0378553694952,NGG,500,py,"[100.0, 0.75]",4
35.56108898694809,35.13365542562394,32.07226809822322,30.33065010355546,60.77471216306211,681.3984340790659,NGG,1000,py,"[100.0, 0.75]",4
27.816523395065673,26.237686860937124,20.42425895430043,10.764950636281775,91.83528306005614,365.4889695200409,DP,50,py,"[1000.0, 0.25]",4
49.11455609130001,47.61658167020054,42.98092058961301,24.676494415238665,59.03343399269416,311.71978527695137,DP,100,py,"[1000.0, 0.25]",4
89.25705230158562,93.71976993113954,99.17125554715639,123.79550844691907,183.826163503945,228.39605761386485,DP,500,py,"[1000.0, 0.25]",4
135.5175644058312,144.07167365619355,163.33760488330668,203.1438667592719,365.83708952021107,558.0542038295428,DP,1000,py,"[1000.0, 0.25]",4
2.520108117071816,1.0253229897400347,5.326331488828237,29.150832250368797,120.91820216807359,399.441831041289,NGG,50,py,"[1000.0, 0.25]",4
8.878175747688624,7.19925297739621,3.4366210110535764,21.962349109695122,111.50743611340036,386.5005167289521,NGG,100,py,"[1000.0, 0.25]",4
41.410891756099815,41.8927764800744,37.54347844815886,30.769221981365963,59.82025802632729,331.1493158096406,NGG,500,py,"[1000.0, 0.25]",4
63.008915192001375,65.66152373916061,66.29843312099399,64.02095423968281,78.61389494516318,274.67915431608276,NGG,1000,py,"[1000.0, 0.25]",4
