"(0, 1]","(1, 4]","(4, 16]","(16, 64]","(64, 256]","(256, Inf]",Model,J,DataGen,Params,repnum
31.664045698187106,64.69713412737853,378.3831737545815,1081.6064992965282,2172.473484669885,14879.39984521493,DP,50,py,"[10.0, 0.25]",4
31.641023749110374,64.68336539717998,378.3953172192819,1081.6470487367822,2172.4736455581888,14879.400000560952,DP,100,py,"[10.0, 0.25]",4
33.33470097192842,65.07589004156198,378.3018184341622,1081.3911680927547,2172.2332099936225,14879.437435208627,DP,500,py,"[10.0, 0.25]",4
59.58073942309207,143.11948869141577,376.24807630307214,1075.3693356242936,2159.486653055376,14792.15465093299,DP,1000,py,"[10.0, 0.25]",4
0.9999996679616067,2.706421778677802,8.956043670984444,33.64705849468327,134.78947288495075,3016.862499217659,NGG,50,py,"[10.0, 0.25]",4
1.1845195223163745,2.6669448538530616,8.730641207972301,33.634835225314895,134.77903764665166,3016.861797557117,NGG,100,py,"[10.0, 0.25]",4
15.759132736455156,34.89708138952718,215.98869339725925,590.8477260528861,1235.0734977125423,7612.548437152154,NGG,500,py,"[10.0, 0.25]",4
28.836027491736665,69.04998926174231,187.7523119083255,534.3978539977923,1022.2713775842151,7843.444180791696,NGG,1000,py,"[10.0, 0.25]",4
498.1616431124796,504.30647819739727,525.560463230361,607.7114367088504,842.9898434839766,1799.0016174580833,DP,50,py,"[10.0, 0.75]",4
341.817346393846,354.384616936123,392.899965760832,565.2007733584516,1051.0711596482888,2597.624960776593,DP,100,py,"[10.0, 0.75]",4
83.85405614195507,100.47093187518661,126.79564533525881,285.79088128107986,747.6835576206515,2093.5083958111904,DP,500,py,"[10.0, 0.75]",4
179.8399879871446,163.64247596494508,281.51616681336077,343.62498580159286,700.6125997215365,2192.0783102300447,DP,1000,py,"[10.0, 0.75]",4
0.9951157989273017,2.5439777980519613,8.264789089742271,31.982433644020173,125.4506619603402,1914.7648168989044,NGG,50,py,"[10.0, 0.75]",4
0.9668096486950322,2.516276844454656,8.238092609181084,31.96062008861816,125.45324194820047,1915.003011992832,NGG,100,py,"[10.0, 0.75]",4
21.99139296113637,22.376688323068766,20.543934209884586,25.62539943402774,58.150315144171046,1841.4816318926362,NGG,500,py,"[10.0, 0.75]",4
62.23558148006969,65.93800360488376,75.14427194424566,132.49947662065588,253.65234197365064,1512.438158476445,NGG,1000,py,"[10.0, 0.75]",4
124.30561557932964,144.33888143741797,264.57779702576914,783.217047415821,2182.2894422356876,5998.801004373685,DP,50,py,"[100.0, 0.25]",4
82.50381177438047,108.95320885733513,233.03473232943614,773.1561424422065,2203.138268115636,6079.388973635201,DP,100,py,"[100.0, 0.25]",4
76.19595652292804,118.15740165516944,232.19014979125862,773.351428095731,2123.523527030758,5904.641943446604,DP,500,py,"[100.0, 0.25]",4
258.31580920683314,318.4362462427695,338.5917851207817,799.2156525737525,2174.5339509739733,6177.14668239142,DP,1000,py,"[100.0, 0.25]",4
0.9999775932452578,2.673169126488396,9.086843325109264,32.5963028138877,127.50627255846396,1090.1503173460278,NGG,50,py,"[100.0, 0.25]",4
0.9963408468793967,2.668852173561086,9.081868161842944,32.589832393269,127.50051057309368,1090.1485908347815,NGG,100,py,"[100.0, 0.25]",4
18.753985011452645,26.76887387517447,63.60958305074421,152.61342827523586,514.5438787903138,1200.4790191551974,NGG,500,py,"[100.0, 0.25]",4
147.26163127356466,175.31860723762978,195.03864269805186,461.5071359837612,1185.2195306485103,2918.9519398461534,NGG,1000,py,"[100.0, 0.25]",4
